lane_id,distance_tier,date,day_of_week,is_weekend,is_holiday,is_peak_season,weather_risk_score,total_shipments,scanned_shipments,delayed_shipments,delay_rate,_shock_active_ground_truth
MEM-ORD,medium,2024-07-16,1,0,0,0,0.0,1719,1696,67,0.0395,0
MEM-ORD,medium,2024-07-17,2,0,0,0,0.1827,1806,1783,72,0.0404,0
MEM-ORD,medium,2024-07-18,3,0,0,0,0.151,1604,1573,57,0.0362,0
MEM-ORD,medium,2024-07-19,4,0,0,0,0.2007,1668,1621,54,0.0333,0
MEM-ORD,medium,2024-07-20,5,1,0,0,0.0655,889,861,39,0.0453,0
MEM-ORD,medium,2024-07-21,6,1,0,0,0.1174,745,727,34,0.0468,0
MEM-ORD,medium,2024-07-22,0,0,0,0,0.224,1748,1694,72,0.0425,0
MEM-ORD,medium,2024-07-23,1,0,0,0,0.0605,1513,1488,54,0.0363,0
MEM-ORD,medium,2024-07-24,2,0,0,0,0.3052,1472,1434,62,0.0432,0
MEM-ORD,medium,2024-07-25,3,0,0,0,0.1787,1357,1340,44,0.0328,0
MEM-ORD,medium,2024-07-26,4,0,0,0,0.1256,1624,1584,69,0.0436,0
MEM-ORD,medium,2024-07-27,5,1,0,0,0.0,1033,996,53,0.0532,0
MEM-ORD,medium,2024-07-28,6,1,0,0,0.1204,984,971,47,0.0484,0
MEM-ORD,medium,2024-07-29,0,0,0,0,0.1258,1775,1713,89,0.052,0
MEM-ORD,medium,2024-07-30,1,0,0,0,0.1943,1633,1605,69,0.043,0
MEM-ORD,medium,2024-07-31,2,0,0,0,0.0,1635,1594,76,0.0477,0
MEM-ORD,medium,2024-08-01,3,0,0,0,0.3813,1816,1765,81,0.0459,0
MEM-ORD,medium,2024-08-02,4,0,0,0,0.2928,1668,1633,56,0.0343,0
MEM-ORD,medium,2024-08-03,5,1,0,0,0.0327,792,768,36,0.0469,0
MEM-ORD,medium,2024-08-04,6,1,0,0,0.0381,812,789,40,0.0507,0
MEM-ORD,medium,2024-08-05,0,0,0,0,0.2139,1578,1520,63,0.0414,0
MEM-ORD,medium,2024-08-06,1,0,0,0,0.1934,1600,1550,61,0.0394,0
MEM-ORD,medium,2024-08-07,2,0,0,0,0.0,1422,1371,51,0.0372,0
MEM-ORD,medium,2024-08-08,3,0,0,0,0.2628,1456,1409,55,0.039,0
MEM-ORD,medium,2024-08-09,4,0,0,0,0.0987,1416,1394,59,0.0423,0
MEM-ORD,medium,2024-08-10,5,1,0,0,0.2816,851,833,43,0.0516,0
MEM-ORD,medium,2024-08-11,6,1,0,0,0.9062,879,860,111,0.1291,1
MEM-ORD,medium,2024-08-12,0,0,0,0,0.8889,1398,1365,224,0.1641,1
MEM-ORD,medium,2024-08-13,1,0,0,0,0.0989,1740,1702,73,0.0429,0
MEM-ORD,medium,2024-08-14,2,0,0,0,0.336,1471,1446,82,0.0567,0
MEM-ORD,medium,2024-08-15,3,0,0,0,0.0655,1467,1420,51,0.0359,0
MEM-ORD,medium,2024-08-16,4,0,0,0,0.4325,1570,1535,66,0.043,0
MEM-ORD,medium,2024-08-17,5,1,0,0,0.1525,968,940,45,0.0479,0
MEM-ORD,medium,2024-08-18,6,1,0,0,0.3295,797,780,43,0.0551,0
MEM-ORD,medium,2024-08-19,0,0,0,0,0.2797,1562,1536,59,0.0384,0
MEM-ORD,medium,2024-08-20,1,0,0,0,0.4136,1687,1649,61,0.037,0
MEM-ORD,medium,2024-08-21,2,0,0,0,0.07,1598,1538,40,0.026,0
MEM-ORD,medium,2024-08-22,3,0,0,0,0.294,1667,1626,64,0.0394,0
MEM-ORD,medium,2024-08-23,4,0,0,0,0.2209,1893,1825,73,0.04,0
MEM-ORD,medium,2024-08-24,5,1,0,0,0.0792,760,748,37,0.0495,0
MEM-ORD,medium,2024-08-25,6,1,0,0,0.0901,938,917,45,0.0491,0
MEM-ORD,medium,2024-08-26,0,0,0,0,0.2342,1336,1297,73,0.0563,0
MEM-ORD,medium,2024-08-27,1,0,0,0,0.0,1852,1820,92,0.0505,0
MEM-ORD,medium,2024-08-28,2,0,0,0,0.035,1540,1490,55,0.0369,0
MEM-ORD,medium,2024-08-29,3,0,0,0,0.262,1687,1660,83,0.05,0
MEM-ORD,medium,2024-08-30,4,0,0,0,0.1451,1726,1666,72,0.0432,0
MEM-ORD,medium,2024-08-31,5,1,0,0,0.0568,831,804,37,0.046,0
MEM-ORD,medium,2024-09-01,6,1,0,0,0.2746,888,861,45,0.0523,0
MEM-ORD,medium,2024-09-02,0,0,0,0,0.3483,1665,1636,62,0.0379,0
MEM-ORD,medium,2024-09-03,1,0,0,0,0.311,1614,1575,60,0.0381,0
MEM-ORD,medium,2024-09-04,2,0,0,0,0.4689,1537,1506,75,0.0498,0
MEM-ORD,medium,2024-09-05,3,0,0,0,0.2514,1662,1624,68,0.0419,0
MEM-ORD,medium,2024-09-06,4,0,0,0,0.1838,1716,1684,79,0.0469,0
MEM-ORD,medium,2024-09-07,5,1,0,0,0.2911,781,760,42,0.0553,0
MEM-ORD,medium,2024-09-08,6,1,0,0,0.1259,888,855,51,0.0596,0
MEM-ORD,medium,2024-09-09,0,0,0,0,0.0678,1675,1645,86,0.0523,0
MEM-ORD,medium,2024-09-10,1,0,0,0,0.2837,1729,1678,76,0.0453,0
MEM-ORD,medium,2024-09-11,2,0,0,0,0.3086,1716,1693,69,0.0408,0
MEM-ORD,medium,2024-09-12,3,0,0,0,0.3679,1407,1373,66,0.0481,0
MEM-ORD,medium,2024-09-13,4,0,0,0,0.2221,1748,1683,64,0.038,0
MEM-ORD,medium,2024-09-14,5,1,0,0,0.0638,860,834,40,0.048,0
MEM-ORD,medium,2024-09-15,6,1,0,0,0.1982,864,837,36,0.043,0
MEM-ORD,medium,2024-09-16,0,0,0,0,0.0624,1746,1690,69,0.0408,0
MEM-ORD,medium,2024-09-17,1,0,0,0,0.157,1466,1429,77,0.0539,0
MEM-ORD,medium,2024-09-18,2,0,0,0,0.0971,1342,1306,55,0.0421,0
MEM-ORD,medium,2024-09-19,3,0,0,0,0.1039,1845,1811,85,0.0469,0
MEM-ORD,medium,2024-09-20,4,0,0,0,0.0,1538,1506,57,0.0378,0
MEM-ORD,medium,2024-09-21,5,1,0,0,0.0,782,768,48,0.0625,0
MEM-ORD,medium,2024-09-22,6,1,0,0,0.2558,1033,1019,61,0.0599,0
MEM-ORD,medium,2024-09-23,0,0,0,0,0.056,1620,1585,57,0.036,0
MEM-ORD,medium,2024-09-24,1,0,0,0,0.2158,1663,1612,58,0.036,0
MEM-ORD,medium,2024-09-25,2,0,0,0,0.0,1564,1514,50,0.033,0
MEM-ORD,medium,2024-09-26,3,0,0,0,0.0,1691,1645,65,0.0395,0
MEM-ORD,medium,2024-09-27,4,0,0,0,0.2022,1410,1385,58,0.0419,0
MEM-ORD,medium,2024-09-28,5,1,0,0,0.0,915,893,41,0.0459,0
MEM-ORD,medium,2024-09-29,6,1,0,0,0.1896,876,862,43,0.0499,0
MEM-ORD,medium,2024-09-30,0,0,0,0,0.2836,1844,1802,80,0.0444,0
MEM-ORD,medium,2024-10-01,1,0,0,0,0.0,1886,1838,81,0.0441,0
MEM-ORD,medium,2024-10-02,2,0,0,0,0.0,1342,1315,49,0.0373,0
MEM-ORD,medium,2024-10-03,3,0,0,0,0.1664,1559,1518,68,0.0448,0
MEM-ORD,medium,2024-10-04,4,0,0,0,0.1267,1639,1581,67,0.0424,0
MEM-ORD,medium,2024-10-05,5,1,0,0,0.1757,762,735,39,0.0531,0
MEM-ORD,medium,2024-10-06,6,1,0,0,0.0703,847,836,49,0.0586,0
MEM-ORD,medium,2024-10-07,0,0,0,0,0.2732,1780,1741,71,0.0408,0
MEM-ORD,medium,2024-10-08,1,0,0,0,0.0,1620,1562,88,0.0563,0
MEM-ORD,medium,2024-10-09,2,0,0,0,0.2994,1637,1596,74,0.0464,0
MEM-ORD,medium,2024-10-10,3,0,0,0,0.1569,1673,1613,61,0.0378,0
MEM-ORD,medium,2024-10-11,4,0,0,0,0.1539,1640,1603,61,0.0381,0
MEM-ORD,medium,2024-10-12,5,1,0,0,0.2659,795,775,42,0.0542,0
MEM-ORD,medium,2024-10-13,6,1,0,0,0.1251,914,893,40,0.0448,0
MEM-ORD,medium,2024-10-14,0,0,0,0,0.0175,1387,1347,57,0.0423,0
MEM-ORD,medium,2024-10-15,1,0,0,0,0.1362,1603,1574,68,0.0432,0
MEM-ORD,medium,2024-10-16,2,0,0,0,0.0882,1521,1473,58,0.0394,0
MEM-ORD,medium,2024-10-17,3,0,0,0,0.1041,1921,1852,78,0.0421,0
MEM-ORD,medium,2024-10-18,4,0,0,0,0.229,1503,1456,69,0.0474,0
MEM-ORD,medium,2024-10-19,5,1,0,0,0.1449,866,836,56,0.067,0
MEM-ORD,medium,2024-10-20,6,1,0,0,0.3195,983,947,58,0.0612,0
MEM-ORD,medium,2024-10-21,0,0,0,0,0.208,1507,1462,58,0.0397,0
MEM-ORD,medium,2024-10-22,1,0,0,0,0.2528,1543,1499,70,0.0467,0
MEM-ORD,medium,2024-10-23,2,0,0,0,0.3718,1961,1894,90,0.0475,0
MEM-ORD,medium,2024-10-24,3,0,0,0,0.4233,1509,1473,62,0.0421,0
MEM-ORD,medium,2024-10-25,4,0,0,0,0.1008,1528,1484,73,0.0492,0
MEM-ORD,medium,2024-10-26,5,1,0,0,0.9101,964,948,204,0.2152,1
MEM-ORD,medium,2024-10-27,6,1,0,0,0.4483,913,881,58,0.0658,0
MEM-ORD,medium,2024-10-28,0,0,0,0,0.0,1619,1577,56,0.0355,0
MEM-ORD,medium,2024-10-29,1,0,0,0,0.127,1645,1619,63,0.0389,0
MEM-ORD,medium,2024-10-30,2,0,0,0,0.2719,1598,1568,66,0.0421,0
MEM-ORD,medium,2024-10-31,3,0,0,0,0.2087,1576,1524,69,0.0453,0
MEM-ORD,medium,2024-11-01,4,0,0,0,0.344,1668,1617,65,0.0402,0
MEM-ORD,medium,2024-11-02,5,1,0,0,0.2833,969,934,56,0.06,0
MEM-ORD,medium,2024-11-03,6,1,0,0,0.0668,928,905,44,0.0486,0
MEM-ORD,medium,2024-11-04,0,0,0,0,0.2262,2028,1968,108,0.0549,0
MEM-ORD,medium,2024-11-05,1,0,0,0,0.1956,1546,1512,67,0.0443,0
MEM-ORD,medium,2024-11-06,2,0,0,0,0.0,1570,1529,72,0.0471,0
MEM-ORD,medium,2024-11-07,3,0,0,0,0.0959,1511,1478,59,0.0399,0
MEM-ORD,medium,2024-11-08,4,0,0,0,0.3296,1610,1556,70,0.045,0
MEM-ORD,medium,2024-11-09,5,1,0,0,0.3716,846,821,48,0.0585,0
MEM-ORD,medium,2024-11-10,6,1,0,0,0.1447,1041,1015,60,0.0591,0
MEM-ORD,medium,2024-11-11,0,0,1,0,0.0485,452,446,15,0.0336,0
MEM-ORD,medium,2024-11-12,1,0,0,0,0.1903,1716,1682,70,0.0416,0
MEM-ORD,medium,2024-11-13,2,0,0,0,0.6135,1893,1856,256,0.1379,1
MEM-ORD,medium,2024-11-14,3,0,0,0,0.6034,1797,1741,186,0.1068,1
MEM-ORD,medium,2024-11-15,4,0,0,0,0.1727,1785,1750,59,0.0337,0
MEM-ORD,medium,2024-11-16,5,1,0,0,0.0747,859,832,60,0.0721,0
MEM-ORD,medium,2024-11-17,6,1,0,0,0.0,837,809,31,0.0383,0
MEM-ORD,medium,2024-11-18,0,0,0,0,0.2084,1527,1484,61,0.0411,0
MEM-ORD,medium,2024-11-19,1,0,0,0,0.2331,1657,1598,67,0.0419,0
MEM-ORD,medium,2024-11-20,2,0,0,1,0.1111,2447,2414,155,0.0642,0
MEM-ORD,medium,2024-11-21,3,0,0,1,0.2278,2542,2491,181,0.0727,0
MEM-ORD,medium,2024-11-22,4,0,0,1,0.2287,2269,2237,157,0.0702,0
MEM-ORD,medium,2024-11-23,5,1,0,1,0.0,1444,1394,145,0.104,0
MEM-ORD,medium,2024-11-24,6,1,0,1,0.3623,1320,1281,123,0.096,0
MEM-ORD,medium,2024-11-25,0,0,0,1,0.2223,2343,2311,178,0.077,0
MEM-ORD,medium,2024-11-26,1,0,0,1,0.0,2575,2492,167,0.067,0
MEM-ORD,medium,2024-11-27,2,0,0,1,0.1924,2400,2343,158,0.0674,0
MEM-ORD,medium,2024-11-28,3,0,0,1,0.1313,2406,2334,166,0.0711,0
MEM-ORD,medium,2024-11-29,4,0,0,1,0.248,2490,2425,160,0.066,0
MEM-ORD,medium,2024-11-30,5,1,0,1,0.0845,1131,1108,109,0.0984,0
MEM-ORD,medium,2024-12-01,6,1,0,1,0.0695,1472,1448,125,0.0863,0
MEM-ORD,medium,2024-12-02,0,0,0,1,0.1747,2883,2830,206,0.0728,0
MEM-ORD,medium,2024-12-03,1,0,0,1,0.1674,2882,2839,191,0.0673,0
MEM-ORD,medium,2024-12-04,2,0,0,1,0.3423,2397,2340,176,0.0752,0
MEM-ORD,medium,2024-12-05,3,0,0,1,0.0,2178,2101,141,0.0671,0
MEM-ORD,medium,2024-12-06,4,0,0,1,0.0496,2745,2655,179,0.0674,0
MEM-ORD,medium,2024-12-07,5,1,0,1,0.151,1216,1178,110,0.0934,0
MEM-ORD,medium,2024-12-08,6,1,0,1,0.2107,1361,1324,128,0.0967,0
MEM-ORD,medium,2024-12-09,0,0,0,1,0.0292,2769,2710,171,0.0631,0
MEM-ORD,medium,2024-12-10,1,0,0,1,0.1019,2881,2819,180,0.0639,0
MEM-ORD,medium,2024-12-11,2,0,0,1,0.3293,2658,2619,222,0.0848,0
MEM-ORD,medium,2024-12-12,3,0,0,1,0.2292,2795,2704,203,0.0751,0
MEM-ORD,medium,2024-12-13,4,0,0,1,0.1965,2440,2365,163,0.0689,0
MEM-ORD,medium,2024-12-14,5,1,0,1,0.0758,1525,1484,146,0.0984,0
MEM-ORD,medium,2024-12-15,6,1,0,1,0.0,1309,1289,112,0.0869,0
MEM-ORD,medium,2024-12-16,0,0,0,1,0.073,2767,2722,184,0.0676,0
MEM-ORD,medium,2024-12-17,1,0,0,1,0.3056,2650,2572,168,0.0653,0
MEM-ORD,medium,2024-12-18,2,0,0,1,0.0975,2490,2417,168,0.0695,0
MEM-ORD,medium,2024-12-19,3,0,0,1,0.2018,2715,2660,198,0.0744,0
MEM-ORD,medium,2024-12-20,4,0,0,1,0.0444,2292,2217,169,0.0762,0
MEM-ORD,medium,2024-12-21,5,1,0,1,0.2683,1407,1377,139,0.1009,0
MEM-ORD,medium,2024-12-22,6,1,0,1,0.0477,1378,1335,136,0.1019,0
MEM-ORD,medium,2024-12-23,0,0,0,1,0.4003,2701,2642,203,0.0768,0
MEM-ORD,medium,2024-12-24,1,0,0,1,0.1774,2691,2656,202,0.0761,0
MEM-ORD,medium,2024-12-25,2,0,1,1,0.0,639,616,38,0.0617,0
MEM-ORD,medium,2024-12-26,3,0,0,1,0.2832,2426,2339,139,0.0594,0
MEM-ORD,medium,2024-12-27,4,0,0,0,0.0,1623,1581,61,0.0386,0
MEM-ORD,medium,2024-12-28,5,1,0,0,0.1765,1058,1018,59,0.058,0
MEM-ORD,medium,2024-12-29,6,1,0,0,0.2715,958,934,48,0.0514,0
MEM-ORD,medium,2024-12-30,0,0,0,0,0.1909,1540,1496,76,0.0508,0
MEM-ORD,medium,2024-12-31,1,0,0,0,0.1249,1471,1443,66,0.0457,0
MEM-ORD,medium,2025-01-01,2,0,1,0,0.0609,410,402,12,0.0299,0
MEM-ORD,medium,2025-01-02,3,0,0,0,0.0,1676,1623,80,0.0493,0
MEM-ORD,medium,2025-01-03,4,0,0,0,0.1897,1817,1768,76,0.043,0
MEM-ORD,medium,2025-01-04,5,1,0,0,0.0505,826,802,52,0.0648,0
MEM-ORD,medium,2025-01-05,6,1,0,0,0.2415,864,850,44,0.0518,0
MEM-ORD,medium,2025-01-06,0,0,0,0,0.1715,1409,1367,52,0.038,0
MEM-ORD,medium,2025-01-07,1,0,0,0,0.3264,1659,1605,70,0.0436,0
MEM-ORD,medium,2025-01-08,2,0,0,0,0.146,1683,1649,67,0.0406,0
MEM-ORD,medium,2025-01-09,3,0,0,0,0.2874,1634,1604,68,0.0424,0
MEM-ORD,medium,2025-01-10,4,0,0,0,0.1188,1439,1410,68,0.0482,0
MEM-ORD,medium,2025-01-11,5,1,0,0,0.231,950,929,50,0.0538,0
MEM-ORD,medium,2025-01-12,6,1,0,0,0.2654,930,897,42,0.0468,0
MEM-ORD,medium,2025-01-13,0,0,0,0,0.2114,1488,1439,53,0.0368,0
MEM-ORD,medium,2025-01-14,1,0,0,0,0.2252,1633,1599,62,0.0388,0
MEM-ORD,medium,2025-01-15,2,0,0,0,0.1468,1966,1930,79,0.0409,0
MEM-ORD,medium,2025-01-16,3,0,0,0,0.3469,1745,1723,67,0.0389,0
MEM-ORD,medium,2025-01-17,4,0,0,0,0.238,1658,1617,73,0.0451,0
MEM-ORD,medium,2025-01-18,5,1,0,0,0.2129,924,901,50,0.0555,0
MEM-ORD,medium,2025-01-19,6,1,0,0,0.3421,1006,974,47,0.0483,0
MEM-ORD,medium,2025-01-20,0,0,0,0,0.0585,1687,1664,72,0.0433,0
MEM-ORD,medium,2025-01-21,1,0,0,0,0.1136,1436,1410,60,0.0426,0
MEM-ORD,medium,2025-01-22,2,0,0,0,0.2157,1370,1340,74,0.0552,0
MEM-ORD,medium,2025-01-23,3,0,0,0,0.4571,1483,1463,61,0.0417,0
MEM-ORD,medium,2025-01-24,4,0,0,0,0.1393,1513,1472,56,0.038,0
MEM-ORD,medium,2025-01-25,5,1,0,0,0.1205,713,698,31,0.0444,0
MEM-ORD,medium,2025-01-26,6,1,0,0,0.0,718,696,43,0.0618,0
MEM-ORD,medium,2025-01-27,0,0,0,0,0.1773,1649,1595,71,0.0445,0
MEM-ORD,medium,2025-01-28,1,0,0,0,0.0,1738,1699,68,0.04,0
MEM-ORD,medium,2025-01-29,2,0,0,0,0.2101,1444,1398,69,0.0494,0
MEM-ORD,medium,2025-01-30,3,0,0,0,0.0928,1510,1489,65,0.0437,0
MEM-ORD,medium,2025-01-31,4,0,0,0,0.0855,1885,1830,79,0.0432,0
MEM-ORD,medium,2025-02-01,5,1,0,0,0.2686,784,763,52,0.0682,0
MEM-ORD,medium,2025-02-02,6,1,0,0,0.3249,827,816,33,0.0404,0
MEM-ORD,medium,2025-02-03,0,0,0,0,0.1652,1645,1603,60,0.0374,0
MEM-ORD,medium,2025-02-04,1,0,0,0,0.0905,1485,1454,60,0.0413,0
MEM-ORD,medium,2025-02-05,2,0,0,0,0.0586,1501,1456,80,0.0549,0
MEM-ORD,medium,2025-02-06,3,0,0,0,0.0768,1406,1380,49,0.0355,0
MEM-ORD,medium,2025-02-07,4,0,0,0,0.3092,1373,1325,46,0.0347,0
MEM-ORD,medium,2025-02-08,5,1,0,0,0.2561,860,832,40,0.0481,0
MEM-ORD,medium,2025-02-09,6,1,0,0,0.1382,818,806,42,0.0521,0
MEM-ORD,medium,2025-02-10,0,0,0,0,0.1593,1649,1627,67,0.0412,0
MEM-ORD,medium,2025-02-11,1,0,0,0,0.1082,1500,1468,59,0.0402,0
MEM-ORD,medium,2025-02-12,2,0,0,0,0.0763,1721,1699,65,0.0383,0
MEM-ORD,medium,2025-02-13,3,0,0,0,0.1371,1627,1598,56,0.035,0
MEM-ORD,medium,2025-02-14,4,0,0,0,0.2562,1764,1719,66,0.0384,0
MEM-ORD,medium,2025-02-15,5,1,0,0,0.0188,1060,1035,56,0.0541,0
MEM-ORD,medium,2025-02-16,6,1,0,0,0.1341,854,837,42,0.0502,0
MEM-ORD,medium,2025-02-17,0,0,0,0,0.2304,1499,1478,68,0.046,0
MEM-ORD,medium,2025-02-18,1,0,0,0,0.029,1656,1600,61,0.0381,0
MEM-ORD,medium,2025-02-19,2,0,0,0,0.0,1380,1350,61,0.0452,0
MEM-ORD,medium,2025-02-20,3,0,0,0,0.1694,1557,1516,73,0.0482,0
MEM-ORD,medium,2025-02-21,4,0,0,0,0.1374,1593,1543,68,0.0441,0
MEM-ORD,medium,2025-02-22,5,1,0,0,0.1791,847,823,32,0.0389,0
MEM-ORD,medium,2025-02-23,6,1,0,0,0.2803,873,853,35,0.041,0
MEM-ORD,medium,2025-02-24,0,0,0,0,0.0294,1754,1700,66,0.0388,0
MEM-ORD,medium,2025-02-25,1,0,0,0,0.2221,1430,1397,68,0.0487,0
MEM-ORD,medium,2025-02-26,2,0,0,0,0.2567,1617,1560,67,0.0429,0
MEM-ORD,medium,2025-02-27,3,0,0,0,0.235,1780,1736,68,0.0392,0
MEM-ORD,medium,2025-02-28,4,0,0,0,0.2525,1633,1578,73,0.0463,0
MEM-ORD,medium,2025-03-01,5,1,0,0,0.255,852,839,55,0.0656,0
MEM-ORD,medium,2025-03-02,6,1,0,0,0.0,985,959,53,0.0553,0
MEM-ORD,medium,2025-03-03,0,0,0,0,0.1405,1866,1815,76,0.0419,0
MEM-ORD,medium,2025-03-04,1,0,0,0,0.04,1693,1639,62,0.0378,0
MEM-ORD,medium,2025-03-05,2,0,0,0,0.1958,1342,1311,58,0.0442,0
MEM-ORD,medium,2025-03-06,3,0,0,0,0.1316,1697,1641,66,0.0402,0
MEM-ORD,medium,2025-03-07,4,0,0,0,0.5828,1745,1680,196,0.1167,1
MEM-ORD,medium,2025-03-08,5,1,0,0,0.1967,924,891,40,0.0449,0
MEM-ORD,medium,2025-03-09,6,1,0,0,0.2366,902,870,47,0.054,0
MEM-ORD,medium,2025-03-10,0,0,0,0,0.1445,1503,1455,62,0.0426,0
MEM-ORD,medium,2025-03-11,1,0,0,0,0.0,1723,1685,69,0.0409,0
MEM-ORD,medium,2025-03-12,2,0,0,0,0.2282,1644,1595,66,0.0414,0
MEM-ORD,medium,2025-03-13,3,0,0,0,0.1333,1711,1650,61,0.037,0
MEM-ORD,medium,2025-03-14,4,0,0,0,0.1706,1563,1517,70,0.0461,0
MEM-ORD,medium,2025-03-15,5,1,0,0,0.0576,834,813,44,0.0541,0
MEM-ORD,medium,2025-03-16,6,1,0,0,0.0,925,899,52,0.0578,0
MEM-ORD,medium,2025-03-17,0,0,0,0,0.1807,1800,1751,74,0.0423,0
MEM-ORD,medium,2025-03-18,1,0,0,0,0.2343,2033,1990,96,0.0482,0
MEM-ORD,medium,2025-03-19,2,0,0,0,0.0,1676,1621,67,0.0413,0
MEM-ORD,medium,2025-03-20,3,0,0,0,0.1827,1431,1391,46,0.0331,0
MEM-ORD,medium,2025-03-21,4,0,0,0,0.0867,1712,1658,60,0.0362,0
MEM-ORD,medium,2025-03-22,5,1,0,0,0.3451,842,818,44,0.0538,0
MEM-ORD,medium,2025-03-23,6,1,0,0,0.0669,948,931,36,0.0387,0
MEM-ORD,medium,2025-03-24,0,0,0,0,0.0216,1634,1593,66,0.0414,0
MEM-ORD,medium,2025-03-25,1,0,0,0,0.198,1579,1529,69,0.0451,0
MEM-ORD,medium,2025-03-26,2,0,0,0,0.0801,1658,1625,65,0.04,0
MEM-ORD,medium,2025-03-27,3,0,0,0,0.0176,1694,1649,78,0.0473,0
MEM-ORD,medium,2025-03-28,4,0,0,0,0.1499,1588,1547,59,0.0381,0
MEM-ORD,medium,2025-03-29,5,1,0,0,0.0316,809,782,44,0.0563,0
MEM-ORD,medium,2025-03-30,6,1,0,0,0.1731,899,876,58,0.0662,0
MEM-ORD,medium,2025-03-31,0,0,0,0,0.2414,1485,1439,57,0.0396,0
MEM-ORD,medium,2025-04-01,1,0,0,0,0.2617,1440,1414,70,0.0495,0
MEM-ORD,medium,2025-04-02,2,0,0,0,0.2167,1679,1640,80,0.0488,0
MEM-ORD,medium,2025-04-03,3,0,0,0,0.2141,1338,1305,52,0.0398,0
MEM-ORD,medium,2025-04-04,4,0,0,0,0.0,1348,1309,55,0.042,0
MEM-ORD,medium,2025-04-05,5,1,0,0,0.0,941,924,49,0.053,0
MEM-ORD,medium,2025-04-06,6,1,0,0,0.0639,702,692,41,0.0592,0
MEM-ORD,medium,2025-04-07,0,0,0,0,0.011,1546,1519,56,0.0369,0
MEM-ORD,medium,2025-04-08,1,0,0,0,0.1237,1512,1467,61,0.0416,0
MEM-ORD,medium,2025-04-09,2,0,0,0,0.3511,1651,1598,59,0.0369,0
MEM-ORD,medium,2025-04-10,3,0,0,0,0.1672,1736,1680,78,0.0464,0
MEM-ORD,medium,2025-04-11,4,0,0,0,0.1398,1678,1630,64,0.0393,0
MEM-ORD,medium,2025-04-12,5,1,0,0,0.1991,935,921,53,0.0575,0
MEM-ORD,medium,2025-04-13,6,1,0,0,0.2213,882,860,50,0.0581,0
MEM-ORD,medium,2025-04-14,0,0,0,0,0.3157,1923,1892,84,0.0444,0
MEM-ORD,medium,2025-04-15,1,0,0,0,0.2402,1765,1721,57,0.0331,0
MEM-ORD,medium,2025-04-16,2,0,0,0,0.1222,1694,1649,86,0.0522,0
MEM-ORD,medium,2025-04-17,3,0,0,0,0.247,1737,1694,67,0.0396,0
MEM-ORD,medium,2025-04-18,4,0,0,0,0.4082,1948,1898,78,0.0411,0
MEM-ORD,medium,2025-04-19,5,1,0,0,0.1441,818,791,41,0.0518,0
MEM-ORD,medium,2025-04-20,6,1,0,0,0.3473,815,795,54,0.0679,0
MEM-ORD,medium,2025-04-21,0,0,0,0,0.0,1648,1626,69,0.0424,0
MEM-ORD,medium,2025-04-22,1,0,0,0,0.0709,1652,1617,72,0.0445,0
MEM-ORD,medium,2025-04-23,2,0,0,0,0.0292,1653,1596,70,0.0439,0
MEM-ORD,medium,2025-04-24,3,0,0,0,0.0784,1529,1480,58,0.0392,0
MEM-ORD,medium,2025-04-25,4,0,0,0,0.0,1390,1369,65,0.0475,0
MEM-ORD,medium,2025-04-26,5,1,0,0,0.2637,917,905,51,0.0564,0
MEM-ORD,medium,2025-04-27,6,1,0,0,0.1323,1034,1006,46,0.0457,0
MEM-ORD,medium,2025-04-28,0,0,0,0,0.1011,1850,1826,76,0.0416,0
MEM-ORD,medium,2025-04-29,1,0,0,0,0.254,1594,1574,61,0.0388,0
MEM-ORD,medium,2025-04-30,2,0,0,0,0.0812,1569,1531,70,0.0457,0
MEM-ORD,medium,2025-05-01,3,0,0,0,0.0838,1742,1699,77,0.0453,0
MEM-ORD,medium,2025-05-02,4,0,0,0,0.0,1709,1686,71,0.0421,0
MEM-ORD,medium,2025-05-03,5,1,0,0,0.1726,820,792,33,0.0417,0
MEM-ORD,medium,2025-05-04,6,1,0,0,0.2513,1068,1050,50,0.0476,0
MEM-ORD,medium,2025-05-05,0,0,0,0,0.2188,1685,1657,56,0.0338,0
MEM-ORD,medium,2025-05-06,1,0,0,0,0.037,1493,1458,56,0.0384,0
MEM-ORD,medium,2025-05-07,2,0,0,0,0.2096,1738,1716,64,0.0373,0
MEM-ORD,medium,2025-05-08,3,0,0,0,0.0473,1720,1681,78,0.0464,0
MEM-ORD,medium,2025-05-09,4,0,0,0,0.0,1648,1597,66,0.0413,0
MEM-ORD,medium,2025-05-10,5,1,0,0,0.2351,883,871,52,0.0597,0
MEM-ORD,medium,2025-05-11,6,1,0,0,0.0,954,942,56,0.0594,0
MEM-ORD,medium,2025-05-12,0,0,0,0,0.2677,1772,1707,66,0.0387,0
MEM-ORD,medium,2025-05-13,1,0,0,0,0.2711,1814,1751,56,0.032,0
MEM-ORD,medium,2025-05-14,2,0,0,0,0.1366,1532,1487,67,0.0451,0
MEM-ORD,medium,2025-05-15,3,0,0,0,0.1791,1599,1548,55,0.0355,0
MEM-ORD,medium,2025-05-16,4,0,0,0,0.1371,1412,1363,61,0.0448,0
MEM-ORD,medium,2025-05-17,5,1,0,0,0.0,851,831,48,0.0578,0
MEM-ORD,medium,2025-05-18,6,1,0,0,0.2905,911,890,55,0.0618,0
